,module,trial,timestamp,x,y
0,identification,0,0,3235,468
1,identification,0,2,3839,442
2,identification,0,37,1027,165
3,identification,0,69,2267,639
4,identification,0,103,513,901
5,identification,0,153,3788,606
6,identification,0,186,1293,444
7,identification,0,220,3446,51
8,identification,0,253,3316,848
9,identification,0,288,1364,102
10,identification,0,320,527,600
11,identification,0,353,588,617
12,identification,0,403,80,80
13,identification,0,436,3655,1042
14,identification,0,470,3248,374
15,identification,0,521,3618,279
16,identification,0,553,745,929
17,identification,0,587,3617,494
18,identification,0,620,1084,645
19,identification,0,654,2503,335
20,identification,0,687,232,761
21,identification,0,720,176,629
22,identification,0,754,2794,261
23,identification,0,804,569,91
24,identification,0,837,2780,966
25,identification,0,871,2347,43
26,identification,0,921,1763,785
27,identification,0,955,2538,58
28,identification,0,988,68,69
29,identification,0,1021,1976,401
30,identification,0,1054,3166,343
31,identification,0,1088,443,1019
32,identification,0,1121,2814,407
33,identification,0,1171,460,514
34,identification,0,1204,1411,716
35,identification,0,1238,2271,362
36,identification,0,1271,1429,957
37,identification,0,1321,3316,623
38,identification,0,1354,206,399
39,identification,0,1388,1171,1038
40,identification,0,1421,222,206
41,identification,0,1454,2722,981
42,identification,0,1488,2524,83
43,identification,0,1521,247,809
44,identification,0,1571,716,128
45,identification,0,1605,3097,643
46,identification,0,1638,700,245
47,identification,0,1688,3157,654
48,identification,0,1721,3809,473
49,identification,0,1754,2662,508
50,identification,0,1788,3327,1018
51,identification,0,1821,1601,788
52,identification,0,1855,802,727
53,identification,0,1889,1128,257
54,identification,0,1921,2745,392
55,identification,0,1971,3402,160
56,identification,0,2005,2709,723
57,identification,0,2038,662,862
58,identification,0,2088,962,327
59,identification,0,2122,1357,224
60,identification,0,2155,2071,309
61,identification,0,2188,139,517
62,identification,0,2221,2029,1042
63,identification,0,2255,669,902
64,identification,0,2288,433,699
65,identification,0,2338,2186,768
66,identification,0,2373,196,709
67,identification,0,2405,2498,238
68,identification,0,2455,917,179
69,identification,0,2490,3623,823
70,identification,0,2522,763,283
71,identification,0,2555,3050,150
72,identification,0,2589,3277,956
73,identification,0,2623,1332,1043
74,identification,0,2656,735,1032
75,identification,0,2689,114,5
76,identification,0,2738,2957,729
77,identification,0,2773,1449,244
78,identification,0,2806,2903,32
79,identification,0,2856,3547,557
80,identification,0,2889,2024,970
81,identification,0,2922,2569,111
82,identification,0,2956,3511,515
83,identification,0,2990,2312,1019
84,identification,0,3024,1743,1036
85,identification,0,3056,3286,56
86,identification,0,3089,843,752
87,identification,0,3139,2053,542
88,identification,0,3173,1104,23
89,identification,0,3208,1218,1067
90,identification,0,3256,3714,350
91,identification,0,3289,1208,219
92,identification,0,3323,437,897
93,identification,0,3356,227,948
94,identification,0,3390,581,867
95,identification,0,3423,444,1045
96,identification,0,3457,1123,858
97,identification,0,3490,2578,424
98,identification,0,3540,2305,281
99,identification,0,3573,1726,207
100,identification,0,3623,2445,328
101,identification,0,3656,886,284
102,identification,0,3690,517,277
103,identification,0,3724,1951,330
104,identification,0,3757,2355,1070
105,identification,0,3790,3095,271
106,identification,0,3823,3450,210
107,identification,0,3857,799,220
108,identification,0,3890,2066,196
109,identification,0,3940,2982,804
110,identification,0,3973,1212,199
111,identification,0,4024,1329,982
112,identification,0,4057,222,1019
113,identification,0,4090,557,412
114,identification,0,4124,1415,772
115,identification,0,4158,98,196
116,identification,0,4191,3022,786
117,identification,0,4224,1667,105
118,identification,0,4257,3574,609
119,identification,0,4307,159,488
120,identification,0,4342,1199,97
121,identification,0,4375,724,722
122,identification,0,4424,1446,729
123,identification,0,4457,3661,794
124,identification,0,4491,3734,662
125,identification,0,4525,535,778
126,identification,0,4558,378,1024
127,identification,0,4591,971,318
128,identification,0,4625,1774,893
129,identification,0,4658,1253,549
130,identification,1,0,3246,642
131,identification,1,0,1433,502
132,identification,1,24,3699,777
133,identification,1,57,2767,373
134,identification,1,108,936,69
135,identification,1,140,2073,310
136,identification,1,191,2660,1005
137,identification,1,223,140,457
138,identification,1,257,1765,48
139,identification,1,290,3259,997
140,identification,1,325,1593,666
141,identification,1,357,3098,247
142,identification,1,391,1126,496
143,identification,1,424,3004,918
144,identification,1,458,2087,643
145,identification,1,508,2244,810
146,identification,1,541,118,804
147,identification,1,591,3422,542
148,identification,1,624,3431,979
149,identification,1,658,2656,828
150,identification,1,691,2496,87
151,identification,1,725,3014,895
152,identification,1,758,1558,774
153,identification,1,791,1516,918
154,identification,1,825,2689,343
155,identification,1,874,1306,746
156,identification,1,908,3452,889
157,identification,1,958,1104,1050
158,identification,1,991,1373,1021
159,identification,1,1024,1510,641
160,identification,1,1058,3493,282
161,identification,1,1092,145,766
162,identification,1,1125,3381,229
163,identification,1,1158,2619,133
164,identification,1,1192,3239,220
165,identification,1,1225,86,816
166,identification,1,1275,1846,140
167,identification,1,1308,3195,700
168,identification,1,1359,3252,150
169,identification,1,1392,1438,457
170,identification,1,1425,2310,572
171,identification,1,1458,2271,1032
172,identification,1,1492,2399,635
173,identification,1,1525,2204,102
174,identification,1,1558,254,833
175,identification,1,1592,492,827
176,identification,1,1641,574,320
177,identification,1,1675,1485,239
178,identification,1,1708,3468,592
179,identification,1,1759,1759,396
180,identification,1,1792,2359,1004
181,identification,1,1826,2630,635
182,identification,1,1859,3669,530
183,identification,1,1892,3699,932
184,identification,1,1926,975,388
185,identification,1,1958,1125,280
186,identification,1,1992,3172,133
187,identification,1,2042,1933,18
188,identification,1,2075,586,466
189,identification,1,2127,3279,163
190,identification,1,2159,442,53
191,identification,1,2192,846,346
192,identification,1,2226,2609,755
193,identification,1,2259,2859,154
194,identification,1,2293,1187,75
195,identification,1,2326,3242,287
196,identification,1,2359,517,469
197,identification,1,2393,1984,610
198,identification,1,2443,1637,102
199,identification,1,2476,366,782
200,identification,1,2527,331,115
201,identification,1,2559,1337,225
202,identification,1,2593,2465,313
203,identification,1,2626,2004,137
204,identification,1,2660,1784,922
205,identification,1,2693,872,937
206,identification,1,2727,1748,117
207,identification,1,2760,715,204
208,identification,1,2793,2664,393
209,identification,1,2844,2147,118
210,identification,1,2876,3267,758
211,identification,1,2927,3094,515
212,identification,1,2960,2762,271
213,identification,1,2993,368,726
214,identification,1,3027,3812,200
215,identification,1,3060,67,611
216,identification,1,3093,278,930
217,identification,1,3127,3728,91
218,identification,1,3160,3819,208
219,identification,1,3210,2735,310
220,identification,1,3243,3344,872
221,identification,1,3293,1353,919
222,identification,1,3327,121,248
223,identification,1,3360,21,98
224,identification,1,3393,708,31
225,identification,1,3427,2442,1002
226,identification,1,3460,980,796
227,identification,1,3494,3509,959
228,identification,1,3527,2851,626
229,identification,1,3561,3081,576
230,identification,1,3610,1858,731
231,identification,1,3645,785,976
232,identification,1,3696,2846,564
233,identification,1,3727,2519,813
234,identification,1,3761,3549,207
235,identification,1,3794,1733,154
236,identification,1,3828,714,409
237,identification,1,3861,2250,846
238,identification,1,3894,1929,654
239,identification,1,3960,675,673
240,identification,1,4011,2665,167
241,identification,1,4044,3131,159
242,identification,1,4095,3260,99
243,identification,1,4128,373,465
244,identification,1,4162,3043,1000
245,identification,1,4194,2925,743
246,identification,1,4228,3151,128
247,identification,1,4295,708,862
248,identification,1,4328,2072,26
249,identification,1,4378,1423,433
250,identification,1,4411,1364,527
251,identification,1,4461,1183,31
252,identification,1,4494,402,776
253,identification,1,4528,2567,220
254,identification,2,0,2012,228
255,identification,2,0,3111,931
256,identification,2,28,841,541
257,identification,2,61,1286,906
258,identification,2,94,537,503
259,identification,2,128,367,695
260,identification,2,178,803,126
261,identification,2,227,578,663
262,identification,2,260,2361,934
263,identification,2,294,78,732
264,identification,2,328,578,801
265,identification,2,361,2171,5
266,identification,2,395,1417,623
267,identification,2,428,583,763
268,identification,2,462,828,1074
269,identification,2,495,2251,415
270,identification,2,528,3119,698
271,identification,2,578,2018,951
272,identification,2,628,1971,158
273,identification,2,662,2187,253
274,identification,2,695,2154,226
275,identification,2,728,1662,113
276,identification,2,761,11,832
277,identification,2,796,1261,550
278,identification,2,829,331,336
279,identification,2,862,3145,617
280,identification,2,912,2078,333
281,identification,2,945,3257,214
282,identification,2,978,2325,928
283,identification,2,1028,120,987
284,identification,2,1062,409,468
285,identification,2,1095,1279,424
286,identification,2,1129,3709,421
287,identification,2,1163,3461,557
288,identification,2,1196,481,862
289,identification,2,1229,321,466
290,identification,2,1262,972,533
291,identification,2,1296,3466,399
292,identification,2,1345,2922,347
293,identification,2,1395,2889,1027
294,identification,2,1429,1097,75
295,identification,2,1462,3415,338
296,identification,2,1496,2941,369
297,identification,2,1529,3169,451
298,identification,2,1562,3709,447
299,identification,2,1595,320,220
300,identification,2,1629,1367,1066
301,identification,2,1662,2642,493
302,identification,2,1713,610,1059
303,identification,2,1746,1775,491
304,identification,2,1798,2213,282
305,identification,2,1829,1659,88
306,identification,2,1863,1356,425
307,identification,2,1896,403,60
308,identification,2,1930,185,544
309,identification,2,1962,1517,998
310,identification,2,1996,2197,11
311,identification,2,2030,1715,901
312,identification,2,2063,3489,630
313,identification,2,2113,1661,584
314,identification,2,2146,679,1002
315,identification,2,2197,3176,351
316,identification,2,2230,2998,174
317,identification,2,2263,1049,602
318,identification,2,2296,947,711
319,identification,2,2330,157,348
320,identification,2,2363,2815,552
321,identification,2,2397,3773,638
322,identification,2,2430,3756,467
323,identification,2,2463,1072,175
324,identification,2,2513,3398,867
325,identification,2,2563,605,391
326,identification,2,2597,2356,749
327,identification,2,2630,229,54
328,identification,2,2663,2438,184
329,identification,2,2697,1931,851
330,identification,2,2730,7,252
331,identification,2,2764,2286,273
332,identification,2,2797,3185,615
333,identification,2,2831,39,981
334,identification,2,2864,3247,600
335,identification,2,2914,894,669
336,identification,2,2964,3458,45
337,identification,2,2997,2649,144
338,identification,2,3030,1100,1047
339,identification,2,3063,3299,898
340,identification,2,3097,2111,635
341,identification,2,3130,1995,672
342,identification,2,3164,1172,520
343,identification,2,3197,665,864
344,identification,2,3231,1115,705
345,identification,2,3280,1687,196
346,identification,2,3314,1738,277
347,identification,2,3366,2765,96
348,identification,2,3431,3667,651
349,identification,2,3465,1267,826
350,identification,2,3499,3545,884
351,identification,2,3531,584,234
352,identification,2,3565,1956,731
353,identification,2,3598,457,206
354,identification,2,3631,3092,441
355,identification,2,3681,3104,490
356,identification,2,3731,2977,1026
357,identification,2,3764,3405,846
358,identification,2,3798,1541,31
359,identification,2,3831,330,555
360,identification,2,3865,2858,741
361,identification,2,3898,50,262
362,identification,2,3932,1656,438
363,identification,2,3965,3022,918
364,identification,2,3999,292,809
365,identification,2,4031,1233,486
366,identification,2,4081,3615,423
367,identification,2,4132,1456,306
368,identification,2,4165,486,813
369,identification,2,4198,3127,633
370,identification,2,4231,2246,182
371,identification,2,4265,364,950
372,identification,2,4298,3126,737
373,identification,2,4331,3830,781
374,identification,2,4365,1614,1013
375,identification,2,4399,1788,132
376,identification,2,4448,277,84
377,identification,2,4482,969,676
378,identification,2,4532,1093,780
379,identification,2,4565,3395,709
380,identification,2,4598,1197,909
381,identification,2,4632,589,634
382,identification,2,4665,1174,541
383,identification,3,0,3402,136
384,identification,3,0,1309,146
385,identification,3,31,39,308
386,identification,3,66,3225,944
387,identification,3,98,1792,891
388,identification,3,132,2330,999
389,identification,3,165,2488,364
390,identification,3,199,27,251
391,identification,3,248,3739,311
392,identification,3,298,2578,84
393,identification,3,331,1256,100
394,identification,3,365,3340,489
395,identification,3,399,1091,594
396,identification,3,432,3414,934
397,identification,3,465,756,442
398,identification,3,499,174,941
399,identification,3,532,227,384
400,identification,3,566,1193,812
401,identification,3,615,1200,465
402,identification,3,648,83,795
403,identification,3,699,2685,17
404,identification,3,732,1543,401
405,identification,3,765,2507,231
406,identification,3,799,2461,136
407,identification,3,833,1686,23
408,identification,3,866,3062,211
409,identification,3,899,174,1049
410,identification,3,932,1776,791
411,identification,3,966,116,490
412,identification,3,1015,2947,1068
413,identification,3,1066,150,932
414,identification,3,1099,2406,237
415,identification,3,1133,2322,376
416,identification,3,1166,2996,468
417,identification,3,1199,410,875
418,identification,3,1233,2190,1015
419,identification,3,1266,2731,1060
420,identification,3,1300,2701,339
421,identification,3,1333,582,742
422,identification,3,1366,2637,154
423,identification,3,1416,1000,574
424,identification,3,1466,2518,1039
425,identification,3,1499,1256,918
426,identification,3,1533,1589,199
427,identification,3,1566,3695,926
428,identification,3,1600,2978,387
429,identification,3,1633,108,541
430,identification,3,1667,2428,950
431,identification,3,1700,1004,84
432,identification,3,1733,1555,985
433,identification,3,1767,2396,676
434,identification,3,1833,898,736
435,identification,3,1867,630,440
436,identification,3,1900,2950,209
437,identification,3,1934,726,314
438,identification,3,1967,2003,791
439,identification,3,2000,893,732
440,identification,3,2034,214,232
441,identification,3,2067,2851,227
442,identification,3,2100,2690,837
443,identification,3,2134,1025,494
444,identification,3,2167,253,346
445,identification,3,2234,786,1003
446,identification,3,2267,1761,185
447,identification,3,2300,660,445
448,identification,3,2334,1849,110
449,identification,3,2367,271,407
450,identification,3,2401,2773,654
451,identification,3,2434,3133,494
452,identification,3,2467,1912,838
453,identification,3,2501,3816,658
454,identification,3,2534,337,442
455,identification,3,2584,2796,703
456,identification,3,2634,3718,208
457,identification,3,2668,3686,470
458,identification,3,2701,615,179
459,identification,3,2734,3038,570
460,identification,3,2768,2930,379
461,identification,3,2801,414,906
462,identification,3,2835,487,383
463,identification,3,2868,3661,281
464,identification,3,2901,2739,383
465,identification,3,2934,51,145
466,identification,3,3002,2470,27
467,identification,3,3034,142,917
468,identification,3,3068,287,21
469,identification,3,3101,804,149
470,identification,3,3134,2005,134
471,identification,3,3168,803,321
472,identification,3,3201,3463,907
473,identification,3,3236,2122,593
474,identification,3,3268,2166,442
475,identification,3,3302,376,746
476,identification,3,3354,2709,888
477,identification,3,3401,572,916
478,identification,3,3435,3789,840
479,identification,3,3468,2615,291
480,identification,3,3501,3566,289
481,identification,3,3536,1349,90
482,identification,3,3568,2239,285
483,identification,3,3603,3163,239
484,identification,3,3636,2692,438
485,identification,3,3669,588,959
486,identification,3,3702,3142,233
487,identification,3,3752,2445,580
488,identification,3,3804,546,377
489,identification,3,3835,3095,554
490,identification,3,3869,1890,201
491,identification,3,3902,1155,1010
492,identification,3,3935,2290,981
493,identification,3,3969,639,239
494,identification,3,4002,3834,462
495,identification,3,4036,2698,382
496,identification,3,4070,1245,95
497,identification,3,4102,153,247
498,identification,3,4169,956,690
499,identification,3,4202,2098,144
500,identification,3,4236,875,551
501,identification,3,4269,3416,250
502,identification,3,4302,1356,1012
503,identification,3,4336,2286,740
504,identification,3,4370,2234,708
505,identification,3,4403,1807,441
506,identification,3,4436,1555,796
507,identification,3,4470,2528,7
508,identification,3,4503,656,908
509,identification,3,4569,1198,698
510,identification,3,4603,3572,541
511,identification,3,4636,626,1025
512,identification,3,4669,2381,484
513,identification,4,0,1687,223
514,identification,4,3,1597,1021
515,identification,4,36,2417,202
516,identification,4,69,2272,787
517,identification,4,104,3670,634
518,identification,4,137,2173,637
519,identification,4,170,2320,106
520,identification,4,204,3037,147
521,identification,4,237,3185,973
522,identification,4,271,2727,76
523,identification,4,337,1419,441
524,identification,4,370,676,772
525,identification,4,403,3409,283
526,identification,4,437,2969,28
527,identification,4,470,2314,682
528,identification,4,503,1141,979
529,identification,4,537,2271,935
530,identification,4,570,3214,710
531,identification,4,604,1429,614
532,identification,4,638,787,29
533,identification,4,687,2058,227
534,identification,4,738,1172,320
535,identification,4,773,479,146
536,identification,4,804,470,481
537,identification,4,837,1151,957
538,identification,4,871,1024,884
539,identification,4,904,3146,698
540,identification,4,938,1140,626
541,identification,4,971,3097,370
542,identification,4,1005,2511,560
543,identification,4,1038,3506,589
544,identification,4,1088,1420,472
545,identification,4,1138,1122,75
546,identification,4,1171,1628,810
547,identification,4,1204,3405,222
548,identification,4,1238,1232,311
549,identification,4,1271,1948,797
550,identification,4,1304,2261,427
551,identification,4,1338,2238,602
552,identification,4,1371,1971,59
553,identification,4,1405,1274,614
554,identification,4,1438,2528,941
555,identification,4,1504,3564,314
556,identification,4,1538,1560,799
557,identification,4,1571,3166,467
558,identification,4,1605,2305,129
559,identification,4,1638,1709,704
560,identification,4,1672,2837,517
561,identification,4,1705,1237,166
562,identification,4,1738,11,914
563,identification,4,1772,3295,633
564,identification,4,1805,1086,125
565,identification,4,1839,1054,688
566,identification,4,1905,2194,852
567,identification,4,1938,1743,608
568,identification,4,1972,1705,995
569,identification,4,2007,3771,205
570,identification,4,2072,2387,637
571,identification,4,2105,2028,770
572,identification,4,2139,315,284
573,identification,4,2172,1008,338
574,identification,4,2205,3502,841
575,identification,4,2255,3048,363
576,identification,4,2305,157,424
577,identification,4,2339,3605,205
578,identification,4,2372,2786,375
579,identification,4,2405,1535,615
580,identification,4,2439,1346,345
581,identification,4,2472,3013,736
582,identification,4,2506,3245,618
583,identification,4,2539,252,1026
584,identification,4,2572,1326,1035
585,identification,4,2606,1713,202
586,identification,4,2639,2785,977
587,identification,4,2672,1899,780
588,identification,4,2707,1733,452
589,identification,4,2739,1516,373
590,identification,4,2772,1189,702
591,identification,4,2806,2025,111
592,identification,4,2839,2081,841
593,identification,4,2873,121,113
594,identification,4,2906,3673,672
595,identification,4,2940,2831,1046
596,identification,4,2973,2120,687
597,identification,4,3023,764,671
598,identification,4,3073,2450,439
599,identification,4,3106,2775,98
600,identification,4,3140,707,691
601,identification,4,3173,1966,464
602,identification,4,3206,405,443
603,identification,4,3240,828,477
604,identification,4,3273,3063,532
605,identification,4,3306,9,288
606,identification,4,3340,609,117
607,identification,4,3374,1229,514
608,identification,4,3407,2337,608
609,identification,4,3473,667,701
610,identification,4,3507,166,24
611,identification,4,3540,2833,38
612,identification,4,3573,2643,754
613,identification,4,3607,459,191
614,identification,4,3640,3486,312
615,identification,4,3674,2516,509
616,identification,4,3707,3290,206
617,identification,4,3741,3464,1061
618,identification,4,3774,1099,163
619,identification,4,3840,2998,103
620,identification,4,3874,214,1062
621,identification,4,3907,36,538
622,identification,4,3940,3583,744
623,identification,4,3974,577,40
624,identification,4,4007,1534,1068
625,identification,4,4041,3799,269
626,identification,4,4074,2844,874
627,identification,4,4108,911,462
628,identification,4,4141,895,951
629,identification,4,4174,2417,5
630,identification,4,4240,2165,29
631,identification,4,4274,3311,880
632,identification,4,4307,670,384
633,identification,4,4341,510,1062
634,identification,4,4374,1602,330
635,identification,4,4407,3166,1001
636,identification,4,4440,1242,1011
637,identification,4,4474,1885,117
638,identification,4,4508,3428,20
639,identification,4,4541,368,655
640,identification,4,4574,2303,252
641,identification,4,4607,244,548
642,identification,4,4641,928,495
643,identification,4,4674,889,995
644,identification,5,0,1682,344
645,identification,5,0,934,1074
646,identification,5,7,3085,1000
647,identification,5,41,1368,531
648,identification,5,74,2096,117
649,identification,5,107,2663,460
650,identification,5,141,634,645
651,identification,5,174,927,209
652,identification,5,208,1811,388
653,identification,5,241,1281,642
654,identification,5,275,3575,720
655,identification,5,308,2177,117
656,identification,5,341,390,932
657,identification,5,407,2184,135
658,identification,5,441,1910,478
659,identification,5,474,1914,1041
660,identification,5,508,2922,777
661,identification,5,541,30,14
662,identification,5,574,1450,802
663,identification,5,608,3230,740
664,identification,5,642,174,87
665,identification,5,675,2369,910
666,identification,5,708,2736,394
667,identification,5,741,1721,517
668,identification,5,774,350,380
669,identification,5,808,2881,616
670,identification,5,841,2428,289
671,identification,5,875,1553,80
672,identification,5,908,758,162
673,identification,5,942,2644,522
674,identification,5,975,1849,927
675,identification,5,1008,3821,302
676,identification,5,1042,1299,862
677,identification,5,1075,503,284
678,identification,5,1109,1381,558
679,identification,5,1142,3382,998
680,identification,5,1175,3005,871
681,identification,5,1208,2910,365
682,identification,5,1242,2439,654
683,identification,5,1275,230,469
684,identification,5,1308,1709,718
685,identification,5,1342,668,158
686,identification,5,1375,2209,311
687,identification,5,1409,3369,263
688,identification,5,1442,2724,805
689,identification,5,1475,729,421
690,identification,5,1508,16,548
691,identification,5,1575,418,343
692,identification,5,1608,449,170
693,identification,5,1642,2123,466
694,identification,5,1675,2274,423
695,identification,5,1709,1407,126
696,identification,5,1744,1131,974
697,identification,5,1809,2095,553
698,identification,5,1844,461,870
699,identification,5,1876,381,115
700,identification,5,1910,2047,435
701,identification,5,1942,1495,834
702,identification,5,1976,3425,167
703,identification,5,2009,3046,1011
704,identification,5,2042,641,287
705,identification,5,2076,2156,764
706,identification,5,2109,606,806
707,identification,5,2143,3011,813
708,identification,5,2176,824,747
709,identification,5,2210,1600,96
710,identification,5,2243,2283,173
711,identification,5,2276,3701,93
712,identification,5,2310,1631,871
713,identification,5,2342,606,480
714,identification,5,2376,401,504
715,identification,5,2409,1092,108
716,identification,5,2443,2759,127
717,identification,5,2476,3329,1037
718,identification,5,2510,3689,628
719,identification,5,2543,2121,760
720,identification,5,2576,3172,23
721,identification,5,2609,1974,232
722,identification,5,2643,2992,603
723,identification,5,2676,2243,814
724,identification,5,2710,2155,837
725,identification,5,2743,1980,413
726,identification,5,2776,2749,806
727,identification,5,2810,2092,696
728,identification,5,2843,904,728
729,identification,5,2877,2397,100
730,identification,5,2910,2009,896
731,identification,5,2943,3112,803
732,identification,5,2977,4,176
733,identification,5,3011,1346,223
734,identification,5,3043,850,74
735,identification,5,3077,1757,849
736,identification,5,3110,1776,142
